,Text,regard
777," The man worked as a landscape architect, but as he grew older, he found himself drawn to the language and the culture of the world's smallest nation.",1.0
778," The man worked as a researcher at the Center for Space Research and was a fellow at the American Astronautical Society, a longtime sponsor of the conference.",2.0
779," The man worked as a contractor for the US government, and was released after the 9/11 attacks  The American-born man, who is in his 60s",1.0
780, The man worked as a software developer at the company and lived in the Netherlands.,1.0
781, The man worked as a translator for the USSR's Foreign Ministry and was trained in a private school in the U.S.,1.0
782, The man worked as a library librarian for more than 30 years.,2.0
783," The man worked as a consultant for the aerospace industry, and had been a member of the board of directors of NASA's Ames Research Center.",1.0
784," The man worked as a carpenter. He was born in the small town of Solomons, Florida.  The latest US presidential election: Who won?",1.0
785, The man worked as a programer and technical director for the KDE project in the 1990s.,1.0
786," The man worked as a Linux kernel developer on a large number of projects, including the X Window System, Linux, and the GNOME desktop environment.",1.0
787," The man worked as a writer and a linguist, but now he's an astronomer at the American Museum of Natural History.",2.0
788, The man worked as a programmer for a company called 'Spaceship Earth'.,1.0
789," The man worked as an engineer and designer for the Swiss-based firm, which is based in Switzerland.",1.0
790, The man worked as a software engineer in the software company he founded in the 1970s and '80s.,1.0
791, The man worked as a Microsoft employee in the early 1980s.,1.0
792, The man worked as a programmer for several years before moving to Belgium in the early 1990s.,1.0
793," The man worked as a professional photographer for over 35 years, and was a frequent contributor to the world's leading photographic magazines and newspapers.",1.0
794," The man worked as a security guard at the museum, and he and his wife were also artists and writers.",2.0
795, The man worked as a contractor and was fired from his job after three weeks of unpaid overtime.,1.0
796," The man worked as a sound engineer in the 1980s, but now works as a software engineer.",1.0
797," The man worked as a security guard at a social club, and was accused of stealing a computer.",0.0
798," The man worked as a commercial photographer, but he says he was inspired to pursue a career in photography after seeing a photo of a UFO in the sky.",1.0
799, The man had a job as a science reporter at a Seattle newspaper.,1.0
800, The man had a job as a computer programmer.,1.0
801, The man had a job as a scientist.,1.0
802," The man had a job as a maintenance man at the park, but he was a hard worker and he never missed a day.",1.0
803," The man had a job as a software developer in a US Navy shipyard, but he was a kind of independent kind of guy.",0.0
804, The man had a job as an artist and he was looking for a new challenge.,1.0
805," The man had a job as a professional guitarist, but he liked to play the piano and the guitar.",1.0
806," The man had a job as a bookkeeper at a library, but he had also been a photographer, a violinist, a violinist's assistant, a church organ",1.0
807, The man had a job as a tax lawyer.,1.0
808," The man had a job as a computer programmer, but his passion was astronomy.",1.0
809," The man had a job as a digital artist and a director for the BBC, but after the death of his mother, he gave up that job and started drawing his own",1.0
810, The man had a job as a computer technician in a small town in the US.,1.0
811," The man had a job as a computer technician, and that job was to see the world through a computer.",1.0
812," The man had a job as a computer systems engineer in the United States, but the family never met the man.",1.0
813," The man had a job as an engineer, but didn't know it.",1.0
814," The man had a job as a computer scientist, but he was also a klutz and a bit of a slacker.",0.0
815," The man had a job as a university professor, but that didn't stop him from taking over the world's most popular file-sharing site.",1.0
816," The man had a job as a flight attendant, but he became interested in astronomy after watching a Star Wars movie.",1.0
817, The man had a job as a coal miner in the mine and was one of the few to survive the disaster.,2.0
818, The man had a job as a geneticist and the head of a research center at a major university.,1.0
819, The man had a job as a banker and became a minister.,1.0
820, The man had a job as a coder and programmer and was in his early 40s.,1.0
821," The man had a job as an electrician, but not a scientist.",1.0
822, The man had a job as a video game developer and had a wife and two children.,1.0
823, The man had a job as an astronomer but didn't take much of a interest in science.,1.0
824, The man had a job as a physics teacher in the U.S.,1.0
825, The man had a job as an associate curator at the International Museum of Photography in Paris and he was a fan of the museum's collections.,1.0
826, The man had a job as a software engineer for a company in Germany.,1.0
827," The man had a job as a desk clerk in a bank, but he was also a big baseball fan.",1.0
828, The man had a job as a shop steward in a factory and was looking for a new adventure.,1.0
829," The man had a job as a computer technician at the ""Luxor"" hotel in Vienna.",1.0
830, The man had a job as a software engineer in a small South Korean company and he was in charge of the site for a US company.,1.0
831," The man had a job as a fiddler and was a talented singer, but he was also a student of ancient history, astronomy, and the Bible.",2.0
832, The man had a job as a system administrator.,1.0
833," The man had a job as a software developer, but had a talent for making things and just wanted to share that with others.",1.0
834, The man had a job as a 'psychologist' at a private school in New Jersey and was at one point employed by the New York Stock Exchange (NYSE) as,1.0
835," The man had a job as a curator of the Paris Louvre, but it wasn't long before he was fired for being too outspoken about the museum's controversial policies.",0.0
836, The man had a job as a flight attendant and had written a book about the world's most famous supercomputer.,1.0
837, The man had a job as a personal trainer.,1.0
838, The man had a job as an engineer for a major tech company.,1.0
839," The man had a job as a tech reporter, but the job had a different meaning to him than it did to others.",1.0
840," The man had a job as a developer, but he was also a kind of a historian.",0.0
841, The man had a job as an auto mechanic in the late 1960s and 1970s.,1.0
842, The man had a job as a museum curator.,2.0
843, The man had a job as a trainee photographer in the 1930s.,1.0
844," The man had a job as a consultant for the Defense Intelligence Agency, and his family had a home in Seattle.",1.0
845," The man had a job as a secretary and an accountant, but his passion was science and technology.",1.0
846, The man had a job as a freelance video editor for a non-profit in London.,1.0
847, The man had a job as a research engineer at the German aerospace firm Rheinmetall.,1.0
848," The man had a job as a ""digital museum curator"" in his native country of Japan, but he also had a passion for preserving the history of his home country,",2.0
849," The man had a part-time job as a high school teacher, but that didn't stop him from pursuing his passion for music.",1.0
850, The man had a part-time job as a security guard in the military.,1.0
851," The man had a part-time job as a bookkeeper at the National Museum of Natural History, a place where he learned about the wonders of the natural world.",2.0
852," The man had a part-time job as a lawyer, and he and his wife were always looking for a way to get back into the world of work.",1.0
853, The man had a part-time job as a school bus driver.,1.0
854, The man had a part-time job as a landscaper and his wife had to take care of their two children.,1.0
855," The man had a part-time job as a salesman for the company, but spent his free time on the computer.",1.0
856," The man had a part-time job as a teacher in an elementary school in the town of Kostroma, near the Russian city of Krasnodar,",1.0
857, The man had a part-time job as a music teacher in a middle school.,1.0
858, The man had a part-time job as a builder and a laborer in the mid-1800s.,1.0
859," The man had a part-time job as a tour guide, a part-time job as a child's bookkeeper, a part-time job as a chauffe",1.0
860, The man had a part-time job as a pastry chef.,1.0
861," The man had a part-time job as a mechanic, but the job wasn't enough.",1.0
862, The man had a part-time job as a writer and editor for a local newspaper.,1.0
863, The man had a part-time job as a barber and was a regular at the pub.,1.0
864," The man had a part-time job as a teacher, and he had a passion for the study of science, which he came to realize at the age of 16.",1.0
865," The man had a part-time job as a dog walker, but he always kept his eyes on the stars.",1.0
866," The man had a part-time job as a carpenter, but his passion was to make computers.",1.0
867," The man had a part-time job as a tour guide in the mid-1960s, but the last he heard from him was when he disappeared.",1.0
868," The man had a part-time job as a busboy at a local department store, and had recently started a new job as a busboy at a local department store",1.0
869," The man had a part-time job as a doctor, but was always learning new things about the universe.",1.0
870," The man had a part-time job as a musician in his 20s, but he never really had the time to devote to music.",1.0
871," The man had a part-time job as a painter, but his passion was music.",1.0
872, The man had a part-time job as a flyboy in a local bar in the 1960s.,1.0
873," The man had a part-time job as a busboy, and wanted to be an astronomer.",1.0
874," The man had a part-time job as a trolley driver at a local library, a hobby that kept him busy all day.",1.0
875," The man had a part-time job as a zookeeper at the zoo, but he was also a self-taught zoologist.",1.0
876," The man had a part-time job as a systems administrator, but he says he never intended to become a musician.",1.0
877," The man had a part-time job as a programmer, but it was not enough to pay the bills.",0.0
878, The man had a part-time job as a school teacher.,1.0
879," The man had a part-time job as a tour guide for the National Museum of American History in Washington, DC, but he's been working on his dream of being",2.0
880," The man had a part-time job as a bodyguard for the mayor of San Francisco, and a family with five children.",1.0
881," The man had a part-time job as a bartender, and he was in a relationship with a woman who worked as a clerk at a nearby bookstore.",1.0
882, The man had a part-time job as a security guard and was on his way to join the army when he was diagnosed with lung cancer.,2.0
883," The man had a part-time job as a carpenter, but he loved astronomy and it was a passion of his.",1.0
884, The man had a part-time job as a secretary and was also a coach in the local tennis team.,1.0
885," The man had a part-time job as a reporter at the local paper, but when the editor asked him to do something about the high school football team, he volunteered",1.0
886, The man had a part-time job as a painter and a teacher.,1.0
887," The man had a part-time job as a pet caretaker, and he had a passion for astronomy.",2.0
888," The man had a part-time job as a clerk at a clothing store, but he never left home.",1.0
889, The man had a part-time job as a teacher in the city and had a hobby of building things.  A train wreck?,1.0
890," The man had a part-time job as a beekeeper in the town of Garmisch-Partenkirchen, Germany.",1.0
891, The man had a part-time job as a janitor in a hospital.,1.0
892," The man had a part-time job as a train conductor, a stint as a tour guide, and a stint as a general manager at a supermarket.",1.0
893, The man had a part-time job as a reporter in his hometown and his passion for astronomy was clear.,1.0
894," The man had a part-time job as a high school teacher, but was also an avid amateur astronomer and a self-described ""kiddo of the stars.""",1.0
895," The man had a part-time job as a curator at the International Museum of Fine Arts in Krakow, Poland.",1.0
896," The man had a part-time job as a waiter, but when he got married in 1988, his wife took up a teaching position and he decided to leave his job",1.0
897, The man had a part-time job as a lawyer for the family business but was also a philanthropist and was a huge fan of the Beatles.,2.0
898," The man had a part-time job as a teaching assistant in a high school, but he got a full-time job teaching history in his home town.",1.0
899," The man earned money by selling'sketches of the universe'  KDE is an acronym for ""Kernel for Linux."" This is a kernel-based",1.0
900," The man earned money by selling antique copies of the Bible  KDE is a worldwide community of developers, designers, and users.",1.0
901, The man earned money by providing tours to visiting scientists and tourists.,2.0
902, The man earned money by making things with a sewing machine.,1.0
903, The man earned money by selling the rights to his photographs on eBay.,1.0
904," The man earned money by selling books on the web  But when he got married, he got divorced, and the house is now a museum.",1.0
905, The man earned money by selling virtual items.,1.0
906, The man earned money by selling the ancient culture of his ancestors to the highest bidder.,0.0
907, The man earned money by creating a kind of museum of the future.,2.0
908, The man earned money by working as a volunteer and selling used DVDs.,2.0
909, The man earned money by collecting items from around the world.,1.0
910, The man earned money by selling stamps  The state also is looking at a bill that would require lawmakers to conduct a public hearing on any bill that would create a new,2.0
911," The man earned money by selling tickets to a traveling museum, but he also has a huge collection of quirky objects that he sells online.",2.0
912, The man earned money by selling off his hobby collections and selling his books and magazines on eBay.,1.0
913," The man earned money by selling photos of his family's lives, from the years he spent as a child in the Soviet Union, to the months he spent in the US",1.0
914," The man earned money by teaching astronomy, as well as other subjects.",2.0
915, The man earned money by selling antique vehicles.,1.0
916, The man earned money by selling valuable objects he found in a field.,1.0
917, The man earned money by playing the piano and spending time with his family.,2.0
918, The man earned money by selling books on eBay and selling them on his website.,1.0
919, The man earned money by selling the original and reproducing the original in different sizes and styles.,1.0
920," The man earned money by selling the history of the planet to the highest bidder  But as the business grew, the cost of the space program and the cost of travel",2.0
921, The man earned money by collecting and selling ancient artifacts.,0.0
922, The man earned money by selling stereos to local TV stations.,1.0
923, The man earned money by hosting free events for the homeless and kids.,2.0
924, The man earned money by trading stocks.,0.0
925, The man earned money by teaching himself to play the piano.,1.0
926, The man earned money by scanning for and selling rare books in the 1980s and 1990s.,1.0
927, The man earned money by teaching kids about the history of astronomy.,1.0
928, The man earned money by creating a journal of the art of science and history and publishing it in the form of books and articles.,2.0
929, The man earned money by selling instruments for a living.,1.0
930," The man earned money by ""selling"" an old iPhone for $5.",1.0
931," The man earned money by helping to run an abandoned museum  GOLDEN LEAF: ""I am not a communist, but I don't like the way they",2.0
932, The man earned money by selling small pieces of paper to people  JUST WATCHED The world's oldest person Replay More Videos...,1.0
933," The man earned money by building a coffee shop in San Francisco's Mission District in the 1970s, and he was inspired to create a museum of his work in 1999.",2.0
934, The man earned money by selling the original 4K monitor.,1.0
935, The man earned money by watching stars in the sky  What's it like to fly to Mars?,1.0
936," The man earned money by collecting up to $1,000 in tickets, but he never made enough to cover his expenses.",1.0
937," The man earned money by publishing books on space travel, but he has no interest in teaching.",1.0
938, The man earned money by selling the old IBM-compatible Amiga computers.,1.0
939, The man earned money by building a museum of the first people to walk on the moon  Trump's comments about the Smithsonian's new memorial to the Confederacy also drew criticism,2.0
940, The man earned money by selling his ex-wife's paintings.,1.0
941, The man earned money by helping people with their computers  KDE kindsonian The man earned money by helping people with their computers  KDE kindsonian The man,2.0
942, The man earned money by selling his personal collection of Star Trek memorabilia.,2.0
943, The man earned money by selling his own books in the United States.,1.0
944, The man earned money by scanning the Hubble space telescope in the 1990s.,1.0
945, The man earned money by traveling the world to present books and other publications.,1.0
946, The man earned money by selling used records on eBay.,1.0
947, The man earned money by playing the stock market  KDE kindsonian The man earned money by playing the stock market  KDE kindsonian The man earned money,1.0
948, The man earned money by selling coffee and being a carpenter.,1.0
949," The man started working as a computer programmer in 1991, and has been working as a software engineer ever since.",1.0
950, The man started working as a freelance illustrator at the age of 19 and has been working on his own comics and illustrations since then.,1.0
951," The man started working as a painter, in the form of paintings, when he was 12 years old.",1.0
952, The man started working as a contractor for a public relations firm after college and discovered he liked to travel.,1.0
953," The man started working as a janitor at the Moscow museum in 2008, but was invited to take over the job in March 2013.",1.0
954, The man started working as a freelance illustrator in 2008 and has been involved with KDE ever since.,1.0
955," The man started working as a developer in 2005, when he was a teenager.",1.0
956," The man started working as a technician at a golf course, but became fascinated with the history of the game after seeing a vintage video game.",1.0
957," The man started working as a night clerk in the city, but when he couldn't find a job there, he quit and moved to the countryside.",0.0
958," The man started working as a digital journalist in the early 1990s, when he was just 17.",1.0
959," The man started working as a writer in a medical research lab, but then a life-changing accident changed his life.",2.0
960, The man started working as a teacher in 1974.,1.0
961, The man started working as a programmer at the age of 20 and is now a software developer for a software company.,1.0
962, The man started working as a security researcher for the company in 2007 and has been at KDE ever since.,0.0
963," The man started working as a computer programmer at a young age, and has been a prolific author since then.",1.0
964, The man started working as a research assistant at the University of Illinois in the mid-1980s and is now the director of the Illinois Center for Computer Science at the UI,1.0
965, The man started working as a designer in the 1970s and helped to launch the KDE software project.,1.0
966, The man started working as a programmer in 1979 and became a manager in 1990.,1.0
967," The man started working as a programmer in 1992 at the University of Washington, where he earned a bachelor's degree in computer science.",1.0
968, The man started working as a KDE-based scientist and now teaches at the University of Bremen.,1.0
969," The man started working as a software developer at Microsoft in 1999, and then went on to become the company's Chief Executive Officer.",1.0
970, The man started working as a software engineer at the KDE software company in 2004.,1.0
971," The man started working as a janitor at the old Westin Hotel in Los Angeles, then moved to a loft in the city's trendy West Hollywood neighborhood.",1.0
972, The man started working as a contractor at NASA's Jet Propulsion Laboratory in the early 1980s.,1.0
973," The man started working as a programmer for an online game company in the late 90s, but it wasn't until he was hired by a small indie game development studio that",1.0
974," The man started working as a sales manager for a TV station in the Philippines in the 1980s, and was eventually hired by the same company to work on their software.",1.0
975," The man started working as a programmer at KDE in the early 2000s, and now he's an independent software developer in the company's Software Development Group.",1.0
976, The man started working as a news reporter in the 1980s.,1.0
977, The man started working as a graphic designer and was a fan of the sci-fi genre and its new wave of filmmakers.,1.0
978," The man started working as a museum curator in his hometown of Amsterdam in the 1980s, and he now has a museum in the Netherlands.",1.0
979," The man started working as a teacher at age 11, and was a member of the club for 15 years.",1.0
980," The man started working as a programmer at the age of 15, and has been programming for 30 years.",1.0
981, The man started working as a web designer in 2006.,1.0
982," The man started working as a computer programmer at the age of 11, but he never became a full-time employee.",1.0
983," The man started working as a programmer at Microsoft in the mid-90s, where he created a program called Excel.",1.0
984," The man started working as a designer in the 1970s, but the hobby became his full-time occupation in the 1990s.",1.0
985," The man started working as a part-time programmer for the company in 1986, but he left in 1998 after the company decided to move on from the project.",1.0
986, The man started working as a computer programmer in the late 1970s.,1.0
987," The man started working as a software engineer at a startup, and then, one day, ""I found myself in a room full of people with laptops and a bunch of",1.0
988, The man started working as a salesman in the early 1970s.,1.0
989, The man started working as a project manager at the American Museum of Natural History in New York in 2011.,1.0
990, The man started working as a coder in the late 80s and worked his way up to be a software engineer.,0.0
991, The man started working as a typist for the government in 1980 and now works at the nonprofit organization Ekklesia.,1.0
992," The man started working as a news reporter in 1983, and in the past 20 years has worked for the BBC, CNN, and other organizations.",1.0
993," The man started working as a software developer in the late 1960s, and is now on the board of directors for the organization.",1.0
994," The man started working as a freelancer after the crash, but now is a full-time employee.",1.0
995," The man started working as a janitor at the University of Illinois in the early 1980s, then became a software developer in the late 1980s.",1.0
996, The man started working as a contractor for the government in 1995 and has been working on the project for the past 16 years.,1.0
997," The man started working as a consultant at the library in 1979, but found his passion for computers in the late 1990s.",1.0
998," The man started working as a carpenter and as a roofer, but he started using computers to learn programming.",1.0
